index,mp_id,formula,natoms,energy_pa,n_nodes,n_edges,avg_degree,std_degree,avg_clustering,density
76,mp-1183179,AcNdMg2,4,-0.0667948210416669,4,4,2.0,0.0,0.0,0.6666666666666666
77,mp-1221552,Mn5Si2Ge,16,-0.25747603687499865,16,103,12.875,0.7806247497997998,0.846341158841159,0.8583333333333333
78,mp-1041817,ZnCr2CuO7,66,-1.5671917779166662,66,624,18.90909090909091,1.6762808104168887,0.43118289701458845,0.2909090909090909
79,mp-1195646,NaVH2(OF2)2,40,-2.4415490149499997,40,360,18.0,0.8944271909999159,0.5594625042999661,0.46153846153846156
80,mp-861137,LiNi4(PO4)3,40,-2.03618353432143,40,432,21.6,1.772004514666935,0.5988216440310261,0.5538461538461539
81,mp-1228938,AlCuNi6,8,-0.1847013500000001,8,24,6.0,0.0,0.7999999999999999,0.8571428571428571
82,mp-1220403,Nd2Ga5Cu3,10,-0.47085187349999985,10,29,5.8,1.1661903789690602,0.7195238095238096,0.6444444444444445
83,mp-1201899,UTe3O8,96,-2.000703839166666,96,744,15.5,2.345207879911715,0.39318998854602594,0.1631578947368421
84,mp-1223460,KSnAuS3,48,-0.9365661277395839,48,214,8.916666666666666,2.396467307424734,0.3633241758241761,0.18971631205673758
85,mp-1214366,CaH6C6(ClO4)2,46,-1.114819636771305,46,458,19.91304347826087,3.6225506685118605,0.5571197135565911,0.442512077294686
86,mp-1217247,Ti4CoNi,24,-0.29029868152777877,24,162,13.5,1.118033988749895,0.5566766566766569,0.5869565217391305
87,mp-1226896,Ce2Ge2IrRh,12,-0.8911193683333328,12,52,8.666666666666666,0.9428090415820632,0.7846560846560845,0.7878787878787878
88,mp-1213698,Cs6Na4Tl13,23,-0.13844195401049483,23,78,6.782608695652174,3.134055876685235,0.2922266139657445,0.308300395256917
89,mp-1197550,Mg2S2O13,68,-1.4637746573161767,68,528,15.529411764705882,1.8823529411764706,0.40663546372888937,0.2317822651448639
90,mp-1211669,Li(NO)6,13,-0.33624121552153735,13,36,5.538461538461538,0.49851851526214314,1.0,0.46153846153846156
91,mp-1178878,VSO8,40,-1.125266968406251,40,240,12.0,1.7888543819998317,0.5214718614718613,0.3076923076923077
92,mp-1220167,Ni11(GeTe2)2,17,-0.22702131352941154,17,45,5.294117647058823,0.8235294117647057,0.6319327731092437,0.33088235294117646
93,mp-980662,YTmAl2,4,-0.39685147750000027,4,6,3.0,0.0,1.0,1.0
94,mp-1210033,NdNbO2,16,-2.322863612410715,16,112,14.0,0.0,0.9230769230769232,0.9333333333333333
95,mp-1112525,Cs2RbAlCl6,10,-2.1724732442318624,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
96,mp-1025346,GaAsPd5,7,-0.4905299264285716,7,18,5.142857142857143,0.3499271061118826,0.7999999999999999,0.8571428571428571
97,mp-1215381,Zr9Co3O2,28,-0.8142154008928577,28,90,6.428571428571429,0.49487165930539345,0.6367346938775508,0.23809523809523808
98,mp-1205911,TmCdAu,9,-0.6446996161111108,9,30,6.666666666666667,0.9428090415820634,0.7952380952380952,0.8333333333333334
99,mp-1195414,MnBe2Fe2(P2O11)2,93,-1.496643948291335,93,777,16.70967741935484,2.875856656519054,0.4432292174352497,0.18162692847124826
100,mp-1222176,Mn4NiSe5,10,-0.008831510296874257,10,27,5.4,0.6633249580710799,0.6023809523809522,0.6
101,mp-1194866,Ca3(SiP2)2,36,-0.8795969453968253,36,202,11.222222222222221,1.1331154474650633,0.6558059224725893,0.32063492063492066
102,mp-1225629,Dy(AlFe)6,13,-0.3822982869230764,13,69,10.615384615384615,0.624926031125843,0.8704739704739707,0.8846153846153846
103,mp-1186570,PrDyIn2,4,-0.4639687416666667,4,6,3.0,0.0,1.0,1.0
104,mp-1180828,K4Eu(PS4)2,30,-1.423002465252381,30,156,10.4,0.7999999999999999,0.3685521885521887,0.3586206896551724
105,mp-1020714,Y4AlSiNO8,60,-3.5597050586586674,60,534,17.8,2.039607805437114,0.4445759322613541,0.3016949152542373
106,mp-1185247,Li2CeIn,4,-0.18320163083333352,4,6,3.0,0.0,1.0,1.0
107,mp-1208205,TiGeRh,18,-0.7807739055555558,18,125,13.88888888888889,1.286204100310025,0.8025844525844528,0.8169934640522876
108,mp-1177117,Li5Fe4(PO4)4,58,-2.443957353571429,58,618,21.310344827586206,1.9844820096466427,0.47369255878406885,0.3738656987295826
109,mp-1187534,TePb3,8,0.04093200750000037,8,24,6.0,0.0,0.7999999999999999,0.8571428571428571
110,mp-1208238,Tl2Co2(SO4)3,76,-1.8024684687993426,76,688,18.105263157894736,2.881789225685015,0.43355220197853217,0.24140350877192981
111,mp-1220532,Nd2Fe17C,20,0.004736297312500426,20,142,14.2,1.74928556845359,0.7588854282971932,0.7473684210526316
112,mp-1190085,ZrB4Ir3,16,-0.5186022758333335,16,109,13.625,0.6959705453537527,0.8966033966033968,0.9083333333333333
113,mp-1175215,Li7Mn4CoO12,24,-2.0646966228683326,24,244,20.333333333333332,0.4714045207910317,0.8745196324143693,0.8840579710144928
114,mp-1214345,BaSi12Pt5,36,-0.5002334966666666,36,192,10.666666666666666,1.49071198499986,0.5682280682280684,0.3047619047619048
115,mp-1205209,FeSO7,72,-0.823598113368056,72,608,16.88888888888889,2.0245407953653998,0.6346847563436833,0.2378716744913928
116,mp-20265,LiIn2Pt,4,-0.49330017166666673,4,6,3.0,0.0,1.0,1.0
117,mp-1184458,GdYRh2,4,-0.7959590824999996,4,6,3.0,0.0,1.0,1.0
118,mp-1043526,MgCr(Si2O5)2,64,-3.072267742187499,64,624,19.5,2.179449471770337,0.6096550791829429,0.30952380952380953
119,mp-505216,Gd2Ru2O7,22,-2.559624313522725,22,176,16.0,1.2060453783110545,0.7309768662709842,0.7619047619047619
120,mp-1113739,Na2LiNdCl6,10,-2.2041119467060004,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
121,mp-1228124,Ba6Ti5PtO18,30,-3.249079793861111,30,184,12.266666666666667,0.9285592184789413,0.6701698301698301,0.42298850574712643
122,mp-1195095,KCuSb3F18,92,-2.6437926513878263,92,684,14.869565217391305,2.524735850601387,0.42707050730337864,0.1634018155757286
123,mp-1225799,Cu2IBr,4,0.012995337500000481,4,6,3.0,0.0,1.0,1.0
124,mp-1215190,ZrTiS6,8,-1.562197212630208,8,20,5.0,1.224744871391589,0.8547619047619046,0.7142857142857143
125,mp-1183614,CaCeZn2,4,-0.20646133999999972,4,6,3.0,0.0,1.0,1.0
126,mp-1174068,Li3Mn2O5,20,-2.122919822816999,20,112,11.2,0.39999999999999997,0.7048484848484848,0.5894736842105263
127,mp-1204215,CdH20C2S2(NO2)6,43,-1.1734708477280231,43,542,25.209302325581394,1.6361915441244521,0.6885237654903985,0.6002214839424141
128,mp-1147621,Li3InBr6,20,-1.2619080058333332,20,96,9.6,0.9165151389911681,0.8487878787878786,0.5052631578947369
129,mp-1110942,K2YCuI6,10,-1.0918494335999998,10,12,2.4,1.9595917942265422,0.0,0.26666666666666666
130,mp-1080164,TeMoWS3,12,-0.9239284157812501,12,13,2.1666666666666665,0.3726779962499649,0.8888888888888888,0.19696969696969696
131,mp-1186659,PmTmTl2,4,-0.3370847443749998,4,6,3.0,0.0,1.0,1.0
132,mp-1221773,MnFe2O3,6,-1.7527887857850004,6,15,5.0,0.0,1.0,1.0
133,mp-1059357,NaSe,2,-0.4268262467968751,2,1,1.0,0.0,0.0,1.0
134,mp-1180782,KCrF3,10,-2.9428694953139996,10,40,8.0,0.0,0.857142857142857,0.8888888888888888
135,mp-1191369,Li2V6O15,23,-2.3800736347282596,23,151,13.130434782608695,1.115283072902666,0.6258589236850106,0.5968379446640316
136,mp-1080060,LaAlO3,10,-3.73519424375,10,45,9.0,0.0,1.0,1.0
137,mp-1191416,PrIn2Ni9,24,-0.20244598097222224,24,154,12.833333333333334,1.9075871903765995,0.5890968508615565,0.5579710144927537
138,mp-1079703,SmSb2Au,8,-0.6893596693750004,8,20,5.0,0.0,0.6,0.7142857142857143
139,mp-1041928,MgMn2O4,28,-2.282171833845715,28,188,13.428571428571429,0.7284313590846836,0.5559678416821272,0.4973544973544973
140,mp-1212730,FeAg(MoO4)2,24,-1.8021042562499996,24,178,14.833333333333334,1.4043582955293932,0.692800377010903,0.644927536231884
141,mp-1199765,Gd3Al2(Ni2H3)3,40,-0.44642844962899986,40,500,25.0,3.646916505762094,0.6476463306808131,0.6410256410256411
142,mp-1111620,Rb2ScAuCl6,10,-1.966283906024966,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
143,mp-1080127,YbCdPb,9,-0.40839649055555527,9,30,6.666666666666667,0.9428090415820634,0.7952380952380952,0.8333333333333334
144,mp-1198332,Zn3(NO5)2,60,-0.9299917658173323,60,604,20.133333333333333,2.4184476196289406,0.4864797226474437,0.34124293785310733
145,mp-1224327,Hf2Al3Au,6,-0.5255734150000002,6,15,5.0,0.0,1.0,1.0
146,mp-755723,Er2Pb2O7,22,-2.5641774803409088,22,152,13.818181818181818,1.0285189544531599,0.6423258559622194,0.658008658008658
147,mp-1186750,PrInPd2,4,-0.6894434108333334,4,6,3.0,0.0,1.0,1.0
148,mp-1228281,Ba3ZrTa4O15,46,-3.498675747554346,46,270,11.73913043478261,0.8952721861727826,0.470815175163001,0.2608695652173913
149,mp-1192167,NaH4ClO6,24,-1.2368581362700002,24,225,18.75,1.0103629710818451,0.8075500229331499,0.8152173913043478
150,mp-1194380,Co3Mo3C,28,-0.020717712678572094,28,236,16.857142857142858,1.4568627181693672,0.6155757039657972,0.6243386243386243
151,mp-1227812,CaAl2Si4O15,44,-2.4588625749431814,44,307,13.954545454545455,2.771236559032033,0.4759308736264828,0.32452431289640593
152,mp-1183773,DyCdPt2,4,-0.8279215787499998,4,6,3.0,0.0,1.0,1.0
153,mp-1226247,Cr4GaCuS8,14,-1.0709777644642864,14,62,8.857142857142858,2.0303814862216996,0.738095238095238,0.6813186813186813
154,mp-1174280,Li6Mn3CoO10,20,-2.020819571269,20,144,14.4,0.4898979485566356,0.7454945054945059,0.7578947368421053
155,mp-553974,Ba7Fe6CuF34,48,-3.380838557509584,48,371,15.458333333333334,1.4994211846205485,0.4815008588905645,0.32890070921985815
156,mp-1045627,AlCu7O12,20,-0.9591511602499999,20,190,19.0,0.0,1.0,1.0
157,mp-1179660,Sn2C6N2O17,108,-0.6594380416114812,108,728,13.481481481481481,1.6413718374933588,0.43396018167260003,0.12599515403253722
158,mp-1177036,Li6MnV3(PO4)6,80,-2.658027349345428,80,811,20.275,3.2053665936987614,0.4684324602854856,0.25664556962025314
159,mp-1213746,Cs2YbCl5,32,-2.202993804839224,32,142,8.875,1.6153559979150107,0.459208152958153,0.2862903225806452
160,mp-1208563,Tb2Sc3Si4,36,-0.8308152890740743,36,216,12.0,2.70801280154532,0.6145095645095644,0.34285714285714286
161,mp-1179800,Rb(WO3)3,26,-2.232606099545757,26,181,13.923076923076923,1.6853001769389726,0.6519499731038191,0.556923076923077
162,mp-1184670,Hf3Al,8,-0.22288974125000038,8,24,6.0,0.0,0.7999999999999999,0.8571428571428571
163,mp-1217458,TbUTe6,8,-0.6911390166666669,8,13,3.25,0.9682458365518543,0.7708333333333333,0.4642857142857143
164,mp-1048485,Ca(MoO3)2,18,-2.3885463230555564,18,109,12.11111111111111,1.2422599874998832,0.7369007535674201,0.7124183006535948
165,mp-1221324,RbTe4NO11,68,-1.3490426519985188,68,458,13.470588235294118,2.329292926261568,0.520951472595071,0.20105355575065847
166,mp-1194949,KFeNi(PO4)2,52,-2.3579865145989016,52,428,16.46153846153846,1.598816130063579,0.5642286420150197,0.32277526395173456
167,mp-1177251,Li4Ti5Co3O16,28,-2.7128809879761917,28,251,17.928571428571427,1.251529676281088,0.7101090436174472,0.6640211640211641
168,mp-1225132,EuTmB12,14,-0.4171999024999999,14,82,11.714285714285714,0.45175395145262565,0.8874458874458873,0.9010989010989011
169,mp-1174473,Li4MnCo2O7,28,-1.8773329514078572,28,314,22.428571428571427,0.4948716593053936,0.8217848404183806,0.8306878306878307
170,mp-1198006,TlCu2(AsO4)2,52,-1.3099003621153844,52,428,16.46153846153846,1.0824036368823298,0.506756805286217,0.32277526395173456
171,mp-1220961,NaPdF3,20,-2.109696569214001,20,146,14.6,1.7146428199482249,0.7635934653581712,0.7684210526315789
172,mp-1180243,NaC2N3,24,0.16614659672666812,24,108,9.0,0.816496580927726,0.6773809523809525,0.391304347826087
173,mp-1094198,MgZn2,12,-0.04468087749999997,12,42,7.0,0.0,0.619047619047619,0.6363636363636364
174,mp-1187131,Sr3Ho,8,0.21654289125000004,8,12,3.0,0.0,1.0,0.42857142857142855
175,mp-1205831,NaMnIO6,9,-1.4410397592733328,9,36,8.0,0.0,1.0,1.0
176,mp-1210783,Li2Ca(MnN)2,14,-0.5176308085371427,14,74,10.571428571428571,0.7284313590846835,0.7939393939393941,0.8131868131868132
177,mp-1197888,InAu(I4N)2,48,0.667968783075556,48,128,5.333333333333333,1.5456030825826172,0.2150793650793649,0.11347517730496454
178,mp-1216765,V2Co9W,12,-0.12809130979166738,12,66,11.0,0.0,1.0,1.0
179,mp-1215193,ZrU,2,0.23681691499999857,2,1,1.0,0.0,0.0,1.0
180,mp-866013,DyTmMg2,4,-0.062707085,4,6,3.0,0.0,1.0,1.0
181,mp-1113967,Rb2NaAsCl6,10,-1.7780465480249652,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
182,mp-1189564,NaNb(CuS2)2,16,-1.0566248097991071,16,68,8.5,1.8708286933869707,0.6732142857142855,0.5666666666666667
183,mp-1216294,UAlCo,6,-0.25901743833333296,6,15,5.0,0.0,1.0,1.0
184,mp-1190960,CaB2H3,24,-0.037927872365556205,24,110,9.166666666666666,0.8975274678557508,0.6814814814814812,0.39855072463768115
185,mp-1190516,CsSm2Ag3Te5,22,-0.8583913942006273,22,58,5.2727272727272725,1.052348809344566,0.35757575757575755,0.2510822510822511
186,mp-1100688,Li9Mn2Co5O16,32,-1.8586582291224998,32,310,19.375,0.4841229182759271,0.6642543859649123,0.625
187,mp-1177282,Li4Ti2Mn3V3O16,28,-2.5680493173647614,28,256,18.285714285714285,1.2777531299998799,0.7181980687011646,0.6772486772486772
188,mp-1211871,La3In2(GaO4)3,80,-2.884867480208333,80,672,16.8,1.2489995996796797,0.3524779142426199,0.21265822784810126
189,mp-1228089,Ba3SrZn2(WO6)2,20,-2.6565303649999996,20,118,11.8,0.9797958971132711,0.6476923076923076,0.6210526315789474
190,mp-1114154,Rb3ScI6,10,-1.3422805251034482,10,12,2.4,1.9595917942265422,0.0,0.26666666666666666
191,mp-1042385,BiAs2O7,40,-1.4726207953749983,40,258,12.9,0.9433981132056604,0.4511888111888111,0.33076923076923076
192,mp-1100751,Li9Mn2Co5O16,32,-1.7599942022474995,32,96,6.0,0.0,0.6000000000000001,0.1935483870967742
193,mp-864857,NbZnCo2,4,-0.14026941928571457,4,6,3.0,0.0,1.0,1.0
194,mp-1211579,KH2OsNCl4,18,-0.37655214896222194,18,94,10.444444444444445,1.8324913891634047,0.6780022446689112,0.6143790849673203
195,mp-1213280,InAsO6,64,-0.9220348694791669,64,520,16.25,1.1989578808281798,0.40722747432306206,0.25793650793650796
196,mp-1223961,InAgTeSe,8,-0.3380101254817709,8,16,4.0,0.0,0.0,0.5714285714285714
197,mp-770423,Mg2Mn3O8,26,-2.253807947913846,26,216,16.615384615384617,1.4432048491764398,0.7276606864068165,0.6646153846153846
198,mp-1214678,CaH6C6(BrO4)2,46,-1.0149121127921752,46,421,18.304347826086957,4.591436098241421,0.5703943718346733,0.4067632850241546
199,mp-1104479,Mg3Si2O9,14,-2.466026489375,14,79,11.285714285714286,0.9583148474999099,0.8622710622710622,0.8681318681318682
200,mp-1383,UCo2,6,-0.22251637333333463,6,15,5.0,0.0,1.0,1.0
201,mp-1205519,HoSiOs2C,10,-0.5144915127499999,10,40,8.0,0.6324555320336759,0.8746031746031745,0.8888888888888888
202,mp-1205419,SrSnS3,20,-1.4793060839374994,20,66,6.6,1.3564659966250536,0.5565079365079365,0.3473684210526316
203,mp-1184239,ErScZn2,4,-0.34312202125000013,4,6,3.0,0.0,1.0,1.0
204,mp-1198073,CsH4NF2,32,-1.5925430853683622,32,202,12.625,1.4086784586980805,0.6627525252525251,0.40725806451612906
205,mp-1199200,Fe2CO5,32,-1.3101216378125002,32,196,12.25,0.9682458365518543,0.5464452214452211,0.3951612903225806
206,mp-1186371,PPb3,4,0.26725448946428587,4,6,3.0,0.0,1.0,1.0
207,mp-1173194,Sr8V6O19,33,-2.7077004728409086,33,193,11.696969696969697,1.6784705968637854,0.5621166712075805,0.36553030303030304
208,mp-1201008,Cs2KCr(CN)6,32,-0.2873410385746116,32,184,11.5,1.3228756555322954,0.49721736596736615,0.3709677419354839
209,mp-1182725,K3Tl(Cl3O)2,84,-1.2218997124692856,84,396,9.428571428571429,2.1060327988091414,0.3576825291111004,0.11359724612736662
210,mp-1211525,KZr6BI14,44,-1.0354975504393942,44,108,4.909090909090909,3.2878438763682043,0.5676767676767679,0.11416490486257928
211,mp-1211595,KDy(MoO4)2,24,-2.6039358527499985,24,162,13.5,1.5,0.6640033577533576,0.5869565217391305
212,mp-865381,Tm2IrRu,4,-0.7056807687500006,4,6,3.0,0.0,1.0,1.0
213,mp-1218969,SmYB12,14,-0.4257315916071432,14,68,9.714285714285714,0.8806305718527111,0.7445887445887446,0.7472527472527473
214,mp-1177743,Li32Ti3Cr13O48,96,-2.3807746705208337,96,1088,22.666666666666668,0.74535599249993,0.5599002446828535,0.23859649122807017
215,mp-1208766,Sr2VBrO4,32,-2.9241797118750004,32,202,12.625,1.9324531042175384,0.5936736874236875,0.40725806451612906
216,mp-983123,HfMgAu2,4,-0.5711721937499998,4,6,3.0,0.0,1.0,1.0
217,mp-1195083,FeH12C2(NCl2)2,84,-0.6919607338685714,84,792,18.857142857142858,3.745291828997274,0.5947984899788962,0.22719449225473323
